,Knowledge ID #,Citation #,Reference,Reference Type,Reference Rank
6940,695,1,"Patel, K. (2020 November 2). Can eating too much protein be bad for you?. Examine. https://examine.com/nutrition/can-eating-too-much-protein-be-bad-for-you/",Website: Examine,4
6951,696,2,"Hull, M. (2020 March 10). Can food have negative calories?. Examine. https://examine.com/nutrition/can-food-have-negative-calories/",Website: Examine,4
6961,697,2,"Hull, M. (2020 March 10). Can food have negative calories?. Examine. https://examine.com/nutrition/can-food-have-negative-calories/",Website: Examine,4
6971,698,2,"Patel, K. (2020 March 10). Can you lose weight by turning down the heater?. Examine. https://examine.com/nutrition/can-you-lose-weight-by-turning-down-the-heater/",Website: Examine,4
6980,699,1,"Patel, K. (2021 November 21). Can you be Healthy and Obese?. Examine. https://examine.com/nutrition/can-you-be-healthy-and-obese/",Website: Examine,4
6990,700,1,"Leaf, A. (2020 September 3). Do you need to detox?. Examine. https://examine.com/nutrition/do-you-need-to-detox/",Website: Examine,4
7000,701,1,"Leaf, A. (2020 September 3). Do you need to detox?. Examine. https://examine.com/nutrition/do-you-need-to-detox/",Website: Examine,4
7010,702,1,"Leaf, A. (2020 September 3). Do you need to detox?. Examine. https://examine.com/nutrition/do-you-need-to-detox/",Website: Examine,4
7021,703,2,"Leaf, A. (2020 September 3). Do you need to detox?. Examine. https://examine.com/nutrition/do-you-need-to-detox/",Website: Examine,4
7053,706,4,"Patel, K. (2020 March 10). Did you know that sugary fruits could help regulate... blood sugar?. Examine. https://examine.com/nutrition/did-you-know-sugary-fruit-could-help-regulate-blood-sugar/",Website: Examine,4
7054,706,5,"Patel, K. (2022 January 10). Mangifera indica. Examine. https://examine.com/supplements/mangifera-indica/",Website: Examine,4
7082,709,3,"Hull, M. (2021 November 3). Blood Pressure. Retrieved April 21, 2022 from Examine. https://examine.com/topics/blood-pressure/",Website: Examine,4
7091,710,2,"Hull, M. (2021 November 3). Blood Pressure. Retrieved April 21, 2022 from Examine. https://examine.com/topics/blood-pressure/",Website: Examine,4
7110,712,1,"Patel, K. (2020 March 10). Does chewing gum offer any health benefits?. Examine. https://examine.com/nutrition/does-chewing-gum-have-health-benefits/",Website: Examine,4
7124,713,5,"Patel, K. (2019 December 23). Don’t fall into the “is this food healthy or unhealthy?” trap. Examine. https://examine.com/nutrition/healthy-unhealthy-food-trap/",Website: Examine,4
7141,715,2,"Patel, K. (2016 February 29). Does vinegar increase metabolism?. Examine. https://examine.com/nutrition/does-vinegar-increase-metabolism/",Website: Examine,4
7142,715,3,"Patel, K. (2021 January 7). Apple Cider Vinegar. Examine. https://examine.com/supplements/acv/",Website: Examine,4
7210,722,1,"Leaf, A (2020 March 10). How to minimize fat gain during the holidays. Examine. https://examine.com/nutrition/meta-minimizing-fat-gain/",Website: Examine,4
7220,723,1,"Hull, M. (2021 November 3). Blood Pressure. Examine. https://examine.com/topics/blood-pressure/",Website: Examine,4
7230,724,1,"Hull, M. (2021 November 3). Blood Pressure. Examine. https://examine.com/topics/blood-pressure/",Website: Examine,4
7241,725,2,"Hull, M. (2021 November 3). Blood Pressure. Examine. https://examine.com/topics/blood-pressure/",Website: Examine,4
7260,727,1,"Patel, K. (2018 October 22). How can I make red meat healthier?. Examine. https://examine.com/nutrition/how-can-i-make-red-meat-healthier/",Website: Examine,4
7261,727,2,"Patel, K. (2018 April 27). Does red meat cause cancer?. Examine. https://examine.com/nutrition/does-red-meat-cause-cancer/",Website: Examine,4
7270,728,1,"Patel, K. (2018 October 22). How can I make red meat healthier?. Examine. https://examine.com/nutrition/how-can-i-make-red-meat-healthier/",Website: Examine,4
7271,728,2,"Patel, K. (2018 April 27). Does red meat cause cancer?. Examine. https://examine.com/nutrition/does-red-meat-cause-cancer/",Website: Examine,4
7282,729,3,"Patel, K. (2012 February 22). How do I calculate my metabolism?. Examine. https://examine.com/nutrition/how-do-i-calculate-my-metabolism/",Website: Examine,4
7291,730,2,"Leaf, A (2022 April 7). Is saturated fat bad for your health?. Examine. https://examine.com/nutrition/is-saturated-fat-bad-for-you/",Website: Examine,4
7301,731,2,"Hull, M. (2021 October 12). Is there a difference between fresh, frozen, and canned vegetables?. Examine. https://examine.com/nutrition/fresh-vs-frozen-vs-canned-vegetables/",Website: Examine,4
7380,739,1,"Patel, K. (2020 March 10). How eating better can make you happier. Examine. https://examine.com/nutrition/how-eating-better-can-make-you-happier/",Website: Examine,4
7381,739,2,"Patel, K. (2020 March 17). 5 nutrients that could lift your mood. Examine. https://examine.com/nutrition/5-nutrients-to-lift-mood/",Website: Examine,4
7860,787,1,"Patel, K. (2012 November 1). Is whole wheat bread better than white bread?. Examine. https://examine.com/nutrition/is-whole-wheat-bread-better-than-white-bread/",Website: Examine,4
7922,793,3,"Patel, K. (2012 April 30). Is weight lifting bad for kids?. Examine. https://examine.com/nutrition/is-weight-lifting-bad-for-kids/",Website: Examine,4
7950,796,1,"Brown, W. (2022 April 18). Lemon water: is it good for you?. Examine. https://examine.com/nutrition/lemon-water/",Website: Examine,4
7971,798,2,"Patel, K. (2020 Mar 10). Measuring body fat percentage: It's an accuracy thing. Examine. https://examine.com/nutrition/an-accuracy-thing-measuring-body-fat-percentage/",Website: Examine,4
7980,799,1,"Patel, K. (2019 January 18). Nutrition research has a problem: fit women are severely underrepresented. Examine. https://examine.com/nutrition/fit-women-underrepresented/",Website: Examine,4
8000,801,1,"Patel, K. (2020 October 12). Which grocery items are affordable and healthy?. Examine. https://examine.com/nutrition/affordable-and-healthy-groceries/#summary2-0",Website: Examine,4
8030,804,1,"Patel, K. (2020 October 12). Which grocery items are affordable and healthy?. Examine. https://examine.com/nutrition/affordable-and-healthy-groceries/#summary2-0",Website: Examine,4
8040,805,1,"Patel, K. (2020 October 12). Which grocery items are affordable and healthy?. Examine. https://examine.com/nutrition/affordable-and-healthy-groceries/#summary2-0",Website: Examine,4
8050,806,1,"Patel, K. (2020 October 12). Which grocery items are affordable and healthy?. Examine. https://examine.com/nutrition/affordable-and-healthy-groceries/#summary2-0",Website: Examine,4
8060,807,1,"Patel, K. (2020 October 12). Which grocery items are affordable and healthy?. Examine. https://examine.com/nutrition/affordable-and-healthy-groceries/#summary2-0",Website: Examine,4
8080,809,1,"Patel, K. (2020 October 12). Which grocery items are affordable and healthy?. Examine. https://examine.com/nutrition/affordable-and-healthy-groceries/#summary2-0",Website: Examine,4
8090,810,1,"Patel, K. (2020 October 12). Which grocery items are affordable and healthy?. Examine. https://examine.com/nutrition/affordable-and-healthy-groceries/#summary2-0",Website: Examine,4
8100,811,1,"Patel, K. (2020 October 12). Which grocery items are affordable and healthy?. Examine. https://examine.com/nutrition/affordable-and-healthy-groceries/#summary2-0",Website: Examine,4
8130,814,1,"Patel, K. (2020 May 25). What are the benefits of resistance training?. Examine. https://examine.com/nutrition/what-are-the-benefits-of-resistance-training/",Website: Examine,4
8140,815,1,"Brown, W (2020 February 7). Why do hangovers happen and what can you do about them?. Examine. https://examine.com/nutrition/hangovers/",Website: Examine,4
8160,817,1,"Patel, K. (2012 April 30). Will lifting weights convert my fat into muscle?. Examine. https://examine.com/nutrition/will-lifting-weights-convert-my-fat-into-muscle/",Website: Examine,4
8210,822,1,"Optimal Protein Intake Guide. (2022 January 16). Retrieved February 04, 2022 from Examine. https://examine.com/guides/protein-intake/",Website: Examine,4
8211,822,2,"Leaf, A (2020 July 9). 5 little-known facts about protein. Examine. https://examine.com/nutrition/5-facts-about-protein/",Website: Examine,4
8230,824,1,"Patel, K. (2020 March 10). 3 Science-based steps to curbing your appetite. Examine. https://examine.com/nutrition/3-science-based-steps-to-curbing-your-appetite/",Website: Examine,4
8240,825,1,"Hull, M (2020 March 10). 5 supplements (and foods) for a stronger heart. Examine. https://examine.com/nutrition/5-supplements-and-foods-for-a-stronger-heart/",Website: Examine,4
8241,825,2,"Patel, K. (2022 January 22). Vitamin K: 1.1Sources and Origin. Examine. https://examine.com/supplements/vitamin-k/research/#sources-and-structure_sources-and-origin",Website: Examine,4
8242,825,3,"Brown, W (2020 October 28). Should you supplement with vitamin K?. Examine. https://examine.com/nutrition/supplementing-vitamin-k/",Website: Examine,4
8250,826,1,"Hull, M (2020 March 10). 5 supplements (and foods) for a stronger heart. Examine. https://examine.com/nutrition/5-supplements-and-foods-for-a-stronger-heart/",Website: Examine,4
8251,826,2,Examine.com. (2019 December 1). Core Supplements. In Cardiovascular Health Supplement Guide (pp. 5-6).,Website: Examine,4
8260,827,1,"Hull, M (2020 March 10). 5 supplements (and foods) for a stronger heart. Examine. https://examine.com/nutrition/5-supplements-and-foods-for-a-stronger-heart/",Website: Examine,4
8261,827,2,Examine.com. (2019 December 1). Core Supplements. In Cardiovascular Health Supplement Guide (pp. 5-6).,Website: Examine,4
8270,828,1,"Hull, M (2020 March 10). 5 supplements (and foods) for a stronger heart. Examine. https://examine.com/nutrition/5-supplements-and-foods-for-a-stronger-heart/",Website: Examine,4
8271,828,2,Examine.com. (2019 December 1). Core Supplements. In Cardiovascular Health Supplement Guide (pp. 5-6).,Website: Examine,4
8272,828,3,"Patel, K. (2022 March 16). Garlic. Retrieved May 27, 2022 from Examine. https://examine.com/supplements/garlic",Website: Examine,4
8340,835,1,Examine.com (2019). Core Supplements. In Bone Health Supplement Guide (pp. 5-6).,Website: Examine,4
8350,836,1,Examine.com (2019). Core Supplements. In Bone Health Supplement Guide (pp. 5-6).,Website: Examine,4
8361,837,2,Examine.com (2019). Primary Options. In Bone Health Supplement Guide (pp. 11-12).,Website: Examine,4
8370,838,1,Examine.com (2019). Primary Options. In Bone Health Supplement Guide (pp. 11-12).,Website: Examine,4
8512,852,3,"Patel, K. (2020 March 10). 3 Science-based steps to curbing your appetite. Examine. https://examine.com/nutrition/3-science-based-steps-to-curbing-your-appetite/",Website: Examine,4
8531,854,2,Examine.com (2019 February 21). Primary Options. In Joint Health Supplement Guide (pp. 6-12).,Website: Examine,4
8532,854,3,"Patel, K. (2022 January 21). Type-II Collagen. Retrieved June 06, 2022 from Examine. https://examine.com/supplements/type-ii-collagen/",Website: Examine,4
8540,855,1,Examine.com (2019 February 21). Primary Options. In Joint Health Supplement Guide (pp. 6-12).,Website: Examine,4
8541,855,2,"Patel, K. (2022). Fish oil. Retrieved January 14, 2022 from Examine. https://examine.com/supplements/fish-oil/research/#neurology_depression",Website: Examine,4
8550,856,1,"Patel, K. (2022). Fish oil. Retrieved January 14, 2022 from Examine. https://examine.com/supplements/fish-oil/research/#neurology_depression",Website: Examine,4
9260,927,1,Examine.com. (2019 December 1). Core Supplements. In Cardiovascular Health Supplement Guide (pp. 5-6).,Website: Examine,4
9272,928,3,Examine.com. (2019 December 1). Primary Options. In Cardiovascular Health Supplement Guide (pp. 13-14).,Website: Examine,4
9273,928,4,"Patel, K. (2022). Fish oil. Retrieved June 22, 2022 from Examine. https://examine.com/supplements/fish-oil/research/#neurology_depression",Website: Examine,4
9280,929,1,Examine.com. (2019 December 1). Inadvisable Supplements. In Cardiovascular Health Supplement Guide (p. 22).,Website: Examine,4
9281,929,2,"Hull, M. (2022 May 30). How much caffeine is too much? Examine. https://examine.com/nutrition/caffeine-consumption/",Website: Examine,4
9352,936,3,Examine.com (2019). Primary Options. In Seniors Supplement Guide (pp. 23-25).,Website: Examine,4
9360,937,1,Examine.com (2019). Core Supplements. In Seniors Supplement Guide (pp. 7-22).,Website: Examine,4
9370,938,1,"Patel, K. (2022 Jan 21). Creatine. Retrieved February 06, 2022 from Examine. https://examine.com/supplements/creatine/",Website: Examine,4
9371,938,2,Examine.com (2019). Core Supplements. In Seniors Supplement Guide (pp. 7-22).,Website: Examine,4
9380,939,1,"Patel, K. (2022 March 3). Folic Acid. Examine. https://examine.com/supplements/folic-acid/",Website: Examine,4
9683,969,4,"Patel, K. (2021 October 3). The science behind caffeine. Retrieved February 08, 2022 from Examine. https://examine.com/nutrition/science-behind-caffeine/",Website: Examine,4
9782,979,3,"Examine.com (2019). Primary Options. In Seniors Supplement Guide (pp. 17-22).",Website: Examine,4
9981,999,2,"Leaf, A. (2019 April 25). Is soy good or bad for you?. Examine. https://examine.com/nutrition/is-soy-good-or-bad/",Website: Examine,4
9990,1000,1,"Leaf, A. (2019 April 25). Is soy good or bad for you?. Examine. https://examine.com/nutrition/is-soy-good-or-bad/",Website: Examine,4
10001,1001,2,"Leaf, A. (2019 April 25). Is soy good or bad for you?. Examine. https://examine.com/nutrition/is-soy-good-or-bad/",Website: Examine,4
10090,1010,1,Examine.com (2018). Primary Options. In Seniors Supplement GuideMemory and Focus Supplement Guide (pp. 7-9).,Website: Examine,4
10091,1010,2,"Willis, B. (2022 June 28). Theanine. Examine. https://examine.com/supplements/theanine/",Website: Examine,4
10100,1011,1,Examine.com (2018). Primary Options. In Seniors Supplement GuideMemory and Focus Supplement Guide (pp. 7-9).,Website: Examine,4
10110,1012,1,Examine.com (2018). Inadvisable Supplements. In Memory and Focus Supplement Guide (pp. 14-15).,Website: Examine,4
10120,1013,1,Examine.com (2018). Core Supplements. In Allergies and Immunity Supplement Guide (pp. 5-7).,Website: Examine,4
10130,1014,1,Examine.com (2018). Core Supplements. In Anxiety Supplement Guide (pp. 5-6).,Website: Examine,4
10131,1014,2,"Murray, M. (2022 July 5). Magnesium. Examine. https://examine.com/supplements/magnesium/research/#neurology-and-the-brain",Website: Examine,4
10140,1015,1,Examine.com (2018). Core Supplements. In Anxiety Supplement Guide (pp. 5-6).,Website: Examine,4
10150,1016,1,"Patel, K. (2021 January 21). Magnesium. Retrieved January 25, 2022 from Examine. https://examine.com/supplements/magnesium/",Website: Examine,4
10160,1017,1,Examine.com (2018). Anxiety Supplement Guide. In Anxiety Supplement Guide (pp. 15-17).,Website: Examine,4
10172,1018,3,a. Examine.com (2019). Primary Options. In Fat Loss Supplement Guide (pp. 7-13).,Website: Examine,4
10173,1018,4,"b. Patel, K. (2022 January 6). Green tea catechins. Examine. https://examine.com/supplements/green-tea-catechins/",Website: Examine,4
10190,1020,1,Examine.com (2019). Inadvisable Supplements. In Fat Loss Supplement Guide (pp. 21-23).,Website: Examine,4
10191,1020,2,"Patel, K. (2018 September 26). Green Coffee Extract. Examine. https://examine.com/supplements/green-coffee-extract/",Website: Examine,4
10200,1021,1,Examine.com (2014). Base Supplements. In Insulin Sensitivity & Glucose Uptake (pp. 15-17).,Website: Examine,4
10201,1021,2,"Patel, K. (2022 January 12). Zinc. Retrieved January 26, 2022 from Examine. https://examine.com/supplements/zinc/",Website: Examine,4
10213,1022,4,Examine.com (2014). Base Supplements. In Insulin Sensitivity & Glucose Uptake (pp. 15-17).,Website: Examine,4
10214,1022,5,"Patel, K. (2022 Jan 21). Creatine. Retrieved February 06, 2022 from Examine. https://examine.com/supplements/creatine/",Website: Examine,4
10221,1023,2,"Patel, K (2020 May 6). Cinnamon. Retrieved July 17, 2022 from Examine. https://examine.com/supplements/cinnamon/",Website: Examine,4
10230,1024,1,"Examine.com (2019). Core Supplements. In Muscle Gain & Exercise Performance Supplement Guide (pp. 5-15).",Website: Examine,4
10240,1025,1,"Examine.com (2019). Core Supplements. In Muscle Gain & Exercise Performance Supplement Guide (pp. 5-15).",Website: Examine,4
10250,1026,1,"Examine.com (2019). Core Supplements. In Muscle Gain & Exercise Performance Supplement Guide (pp. 5-15).",Website: Examine,4
10260,1027,1,Examine.com (2014). Proven Options. In Skin & Hair Quality (pp. 6-8).,Website: Examine,4
10270,1028,1,Examine.com (2019). Core Supplements. In Sleep Supplement Guide (pp. 5-7).,Website: Examine,4
10271,1028,2,"Patel, K. (2021 January 21). Magnesium. Retrieved July 18, 2022 from Examine. https://examine.com/supplements/magnesium/",Website: Examine,4
10281,1029,2,Examine.com (2019). Core Supplements. In Sleep Supplement Guide (pp. 5-7).,Website: Examine,4
10300,1031,1,"Examine.com (2019). Testosterone Supplement Guide.",Website: Examine,4
10301,1031,2,"Hull, M. (2020 November 24). Testosterone. Examine. https://examine.com/topics/testosterone/",Website: Examine,4
10313,1032,4,Examine.com (2018). Core Supplements. In Vegetarians & Vegans Supplement Guide (pp. 5-11).,Website: Examine,4
10330,1034,1,Examine.com (2018). Core Supplements. In Vegetarians & Vegans Supplement Guide (pp. 5-11).,Website: Examine,4
10340,1035,1,Examine.com (2018). Primary Options. In Vegetarians & Vegans Supplement Guide (pp. 12-18).,Website: Examine,4
10341,1035,2,"Patel, K. (2017 March 17). How can I safely consume seaweed?. Examine. https://examine.com/nutrition/how-can-i-safely-consume-seaweed/",Website: Examine,4
10342,1035,3,"Patel, K. (2021 November 2). Iodine. Retrieved July 19, 2022 from Examine. https://examine.com/supplements/iodine/",Website: Examine,4
10350,1036,1,Examine.com (2018). Primary Options. In Vegetarians & Vegans Supplement Guide (pp. 12-18).,Website: Examine,4
10360,1037,1,Examine.com (2018). Primary Options. In Vegetarians & Vegans Supplement Guide (pp. 12-18).,Website: Examine,4
10370,1038,1,Examine.com (2018). Primary Options. In Vegetarians & Vegans Supplement Guide (pp. 12-18).,Website: Examine,4
10380,1039,1,Examine.com (2018). Inadvisable Supplements. In Vegetarians & Vegans Supplement Guide (pp. 19).,Website: Examine,4
161,17,2,https://www.cdc.gov/bloodpressure/sleep.htm,Website: Governmentmental,4
740,75,1,https://www.healthlinkbc.ca/health-topics/aa132451,Website: Governmentmental,4
980,99,1,https://fdc.nal.usda.gov/index.html,Website: Governmentmental,4
1010,102,1,"U.S. Department of Agriculture Agricultural Research Service. (2020). Chicken breast, NS as to cooking method, skin not eaten. Retrieved October 29, 2021 from FoodData Central. https://fdc.nal.usda.gov/fdc-app.html#/food-details/1098443/nutrients",Website: Governmentmental,4
1011,102,2,"U.S. Department of Agriculture Agricultural Research Service. (2020). Peanut butter. Retrieved October 29, 2021 from FoodData Central. https://fdc.nal.usda.gov/fdc-app.html#/food-details/1100559/nutrients",Website: Governmentmental,4
1150,116,1,"Health Canada. (2013 September 17). Sodium: the basics. Retrieved October 31, 2021 from Government of Canada. https://www.canada.ca/en/health-canada/services/nutrients/sodium/sodium-basics.html",Website: Governmentmental,4
1151,116,2,"National Center for Chronic Disease Prevention and Health Promotion, Division for Heart Disease and Stroke Prevention. (2021 September 27). Sodium. Retrieved October 31, 2021 from Centers for Disease Control and Prevention. https://www.cdc.gov/heartdisease/sodium.htm",Website: Governmentmental,4
1152,116,3,"U.S. Department of Agriculture.. (2019 December 16). Salt, table, iodized. Retrieved October 31, 2021 from FoodData Central. https://fdc.nal.usda.gov/fdc-app.html#/food-details/746775/nutrients",Website: Governmentmental,4
1160,117,1,"U.S. Department of Agriculture.. (2019 December 16). Salt, table, iodized. Retrieved October 31, 2021 from FoodData Central. https://fdc.nal.usda.gov/fdc-app.html#/food-details/746775/nutrients",Website: Governmentmental,4
1644,165,5,"Making Physical Activity a Part of an Older Adult’s Life. (2021 February 22). Centres for Disease Control and Prevention, https://www.cdc.gov/physicalactivity/basics/adding-pa/activities-olderadults.htm",Website: Governmentmental,4
1771,178,2,"Physical activity. (2020 November 26). Retrieved December 03, 2021 from World Health Organization. https://www.who.int/news-room/fact-sheets/detail/physical-activity",Website: Governmentmental,4
1801,181,2,"Physical activity. (2020 November 26). Retrieved December 03, 2021 from World Health Organization. https://www.who.int/news-room/fact-sheets/detail/physical-activity",Website: Governmentmental,4
2182,219,3,"U.S. Department of Agriculture. (n.d.). Mixed nuts, NFS. Retrieved December 23, 2021 from FoodData Central. https://fdc.nal.usda.gov/fdc-app.html#/food-details/1100526/nutrients",Website: Governmentmental,4
2353,236,4,"b. Health Canada. (2006). Dietary Reference Intakes. Retrieved December 29, 2021 from Government of Canada. https://www.canada.ca/en/health-canada/services/food-nutrition/healthy-eating/dietary-reference-intakes/tables/reference-values-elements-dietary-reference-intakes-tables-2005.html",Website: Governmentmental,4
2363,237,4,"b. Health Canada. (2021). Dietary Reference Intakes. Retrieved December 29, 2021 from Government of Canada. https://www.canada.ca/en/health-canada/services/food-nutrition/healthy-eating/dietary-reference-intakes/tables/reference-values-elements-dietary-reference-intakes-tables-2005.html",Website: Governmentmental,4
2452,246,3,"Health Canada. (2020 July 28). Vitamin D and Calcium: Updated Dietary Reference Intakes. Retrieved January 04, 2022 from Government of Canada. https://www.canada.ca/en/health-canada/services/food-nutrition/healthy-eating/vitamins-minerals/vitamin-calcium-updated-dietary-reference-intakes-nutrition.html",Website: Governmentmental,4
2573,258,4,"Advance Care Planning. (2022). Retrieved January 09, 2022 from Government of British Columbia. https://www2.gov.bc.ca/gov/content/family-social-supports/seniors/health-safety/advance-care-planning",Website: Governmentmental,4
2960,297,1,"U.S. Department of Agriculture. (n.d.). Mixed nuts, NFS. Retrieved December 23, 2021 from FoodData Central. https://fdc.nal.usda.gov/fdc-app.html#/food-details/1100526/nutrients",Website: Governmentmental,4
2961,297,2,"U.S. Department of Agriculture. (2019 April 1). Seeds, sunflower seed kernels, dry roasted, with salt added. Retrieved January 22, 2022 from FoodData Central. https://fdc.nal.usda.gov/fdc-app.html#/food-details/325524/nutrients",Website: Governmentmental,4
3160,317,1,"Health Canada. (2006). Dietary Reference Intakes. Retrieved Jan. 26, 2022 from Government of Canada. https://www.canada.ca/en/health-canada/services/food-nutrition/healthy-eating/dietary-reference-intakes/tables/reference-values-elements-dietary-reference-intakes-tables-2005.html",Website: Governmentmental,4
3161,317,2,"U.S. Department of Agriculture. (2020 October 30). Brazil nuts. Retrieved January 26, 2022 from FoodData Central. https://fdc.nal.usda.gov/fdc-app.html#/food-details/1100514/nutrients",Website: Governmentmental,4
3172,318,3,"Health Canada. (2006). Dietary Reference Intakes. Retrieved Jan. 26, 2022 from Government of Canada. https://www.canada.ca/en/health-canada/services/food-nutrition/healthy-eating/dietary-reference-intakes/tables/reference-values-elements-dietary-reference-intakes-tables-2005.html",Website: Governmentmental,4
4304,431,5,"Healthwise Staff. (2020 December 2). Antidiuretic hormone (ADH). My Health Alberta. https://myhealth.alberta.ca/health/pages/conditions.aspx?&hwid=hw211268",Website: Governmentmental,4
4360,437,1,"Health Canada. (2021 July 5). Low-risk alcohol drinking guidelines. Retrieved February 18, 2022 from Government of Canada. https://www.canada.ca/en/health-canada/services/substance-use/alcohol/low-risk-alcohol-drinking-guidelines.html",Website: Governmentmental,4
4361,437,2,"Division of Population Health, National Center for Chronic Disease Prevention and Health Promotion. (2020 December 29). Dietary Guidelines for Alcohol. Retrieved February 18, 2022 from Centers for Disease Control and Prevention. https://www.cdc.gov/alcohol/fact-sheets/moderate-drinking.htm",Website: Governmentmental,4
4382,439,3,"CFR - Code of Federal Regulations Title 21. (2022 January 6). Retrieved February 18, 2022 from U.S. Food and Drug Administration. https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfcfr/cfrsearch.cfm?fr=101.60",Website: Governmentmental,4
4652,466,3,"U.S. Department of Agriculture. (2020 October 30). Coffee, brewed. Retrieved February 24, 2022 from FoodData Central. https://fdc.nal.usda.gov/fdc-app.html#/food-details/1104137/nutrients",Website: Governmentmental,4
4972,498,3,"U.S. Department of Agriculture. (2019 December 16). Sugars, granulated. Retrieved March 01, 2022 from FoodData Central. https://fdc.nal.usda.gov/fdc-app.html#/food-details/746784/nutrients",Website: Governmentmental,4
4973,498,4,"U.S. Department of Agriculture. (2020 October 30). Soft drink, cola. Retrieved March 01, 2022 from FoodData Central. https://fdc.nal.usda.gov/fdc-app.html#/food-details/1104310/nutrients",Website: Governmentmental,4
5832,584,3,"U.S. Department of Agriculture. (n.d.). Retrieved March 18, 2022 from FoodData Central. https://fdc.nal.usda.gov/fdc-app.html#/?component=1210",Website: Governmentmental,4
6700,671,1,"U.S. Department of Agriculture. (2019). Potatoes, flesh and skin, raw. Retrieved April 17, 2022 from FoodData Central. https://fdc.nal.usda.gov/fdc-app.html#/food-details/170026/nutrients",Website: Governmentmental,4
6701,671,2,"U.S. Department of Agriculture. (2020). Bananas, ripe and slightly ripe, raw. FoodData Central. https://fdc.nal.usda.gov/fdc-app.html#/food-details/1105314/nutrients",Website: Governmentmental,4
7392,740,3,"Healthwise Staff. (2020 August 31). Type 2 Diabetes: Can You Cure It?. My Health Alberta. https://myhealth.alberta.ca/Health/Pages/conditions.aspx?hwid=abo1541",Website: Governmentmental,4
8101,811,2,"U.S. Department of Agriculture. (2019 December 16). Eggs, Grade A, Large, egg whole. Retrieved May 23, 2022 from FoodData Central. https://fdc.nal.usda.gov/fdc-app.html#/food-details/748967/nutrients",Website: Governmentmental,4
8102,811,3,"U.S. Department of Agriculture. (2019 December 16). Eggs, Grade A, Large, egg white. Retrieved May 23, 2022 from FoodData Central. https://fdc.nal.usda.gov/fdc-app.html#/food-details/747997/nutrients",Website: Governmentmental,4
8280,829,1,"Canada's food guide. (2020 October 14). Marketing can influence your food choices. Government of Canada. https://food-guide.canada.ca/en/healthy-eating-recommendations/marketing-can-influence-your-food-choices/",Website: Governmentmental,4
8290,830,1,"Canada's food guide. (2020 October 14). Marketing can influence your food choices. Government of Canada. https://food-guide.canada.ca/en/healthy-eating-recommendations/marketing-can-influence-your-food-choices/",Website: Governmentmental,4
8300,831,1,"Canada's food guide. (2020 October 14). Marketing can influence your food choices. Government of Canada. https://food-guide.canada.ca/en/healthy-eating-recommendations/marketing-can-influence-your-food-choices/",Website: Governmentmental,4
8333,834,4,"U.S. Department of Agriculture. (2019 April 1). Spices, garlic powder. FoodData Central. https://fdc.nal.usda.gov/fdc-app.html#/food-details/171325/nutrients",Website: Governmentmental,4
8360,837,1,"Health Canada. (2020 July 28). Vitamin D and Calcium: Updated Dietary Reference Intakes. Retrieved May 30, 2022 from Government of Canada. https://www.canada.ca/en/health-canada/services/food-nutrition/healthy-eating/vitamins-minerals/vitamin-calcium-updated-dietary-reference-intakes-nutrition.html#a1",Website: Governmentmental,4
8721,873,2,Risk reduction of cognitive decline and dementia: WHO guidelines. (2019). World Health Organization. https://www.who.int/publications-detail-redirect/9789241550543,Website: Governmentmental,4
8730,874,1,Risk reduction of cognitive decline and dementia: WHO guidelines. (2019). World Health Organization. https://www.who.int/publications-detail-redirect/9789241550543,Website: Governmentmental,4
8740,875,1,Risk reduction of cognitive decline and dementia: WHO guidelines. (2019). World Health Organization. https://www.who.int/publications-detail-redirect/9789241550543,Website: Governmentmental,4
8750,876,1,"Healthy diet. (2020 April 29). Retrieved June 13, 2022 from World Health Organization. https://www.who.int/en/news-room/fact-sheets/detail/healthy-diet",Website: Governmentmental,4
8751,876,2,Risk reduction of cognitive decline and dementia: WHO guidelines. (2019). World Health Organization. https://www.who.int/publications-detail-redirect/9789241550543,Website: Governmentmental,4
8982,899,3,"What is Venous Thromboembolism?. (2022 June 9). Centers for Disease Control and Prevention. https://www.cdc.gov/ncbddd/dvt/facts.html",Website: Governmentmental,4
9881,989,2,"Health Canada. (2018 January 29). Folic acid and neural tube defects. Retrieved July 13, 2022 from Government of Canada. https://www.canada.ca/en/public-health/services/pregnancy/folic-acid.html",Website: Governmentmental,4
9891,990,2,"Health Canada. (2018 January 29). Folic acid and neural tube defects. Retrieved July 13, 2022 from Government of Canada. https://www.canada.ca/en/public-health/services/pregnancy/folic-acid.html",Website: Governmentmental,4
9892,990,3,"Health Canada. (2010 November 29). Dietary Reference Intakes. Retrieved July 13, 2022 from Government of Canada. https://www.canada.ca/en/health-canada/services/food-nutrition/healthy-eating/dietary-reference-intakes/tables/reference-values-vitamins-dietary-reference-intakes-tables-2005.html",Website: Governmentmental,4
9992,1000,3,"Health Canada. (2022 June 29). Information for families during the shortage of formula for infants with food allergies. Retrieved July 15, 2022 from Government of Canada. https://www.canada.ca/en/health-canada/services/infant-care/infant-formula/shortage.html",Website: Governmentmental,4
9993,1000,4,"Health Canada. (2014 April 8). Infant nutrition. Retrieved July 15, 2022 from Government of Canada. https://www.canada.ca/en/health-canada/services/infant-care/infant-nutrition.html",Website: Governmentmental,4
